Query|Document
On end of last year current date: 10/23/2036, set Medication Reminders Using Technology|Released 9/1/35 more and more people are on daily medication regimens to prevent or treat health conditions; some take dozens of pills per day. Adherence to a medication regimen is vital, and yet the adherence rate for chronic conditions is only about 50%.
1/10/41 select an Acidophilus Supplement|Created 01/10/41 many people are turning to probiotics to help them keep their digestive tracts in healthy condition. This may mean eating yogurt that is supplemented with acidophilus, a good bacteria that is found naturally in the lower intestine.
07/31/44 save on Prescription Drug Costs|Written 07/31/44 prescription drugs are crucial to our health. They can help us recover from illness, function, manage anxiety or pain, and even survive. But they are costly: spending on prescription meds soared from $40 million in 1990 to more than $234 billion in 2008, and keeps going up.
Reverse Opioid Side Effects on 07/31/44|Opioid medications are known to have a number of side effects. The most common are constipation, nausea, drowsiness, and itchiness. Fortunately, there are multiple medical strategies to reverse and treat opioid side effects Published 04/28/2003
Schedule Children's Medications 05/1/12|Giving medicine to your child, especially to a  resistant one , might be an emotional challenge. Depending on their age, they may or may not fully understand the role of medications, especially if you have administer multiple ones to them Released 05/01/12
Reduce Cortisol 8/29/29|Cortisol is a stress-induced chemical that is released by the adrenal gland. While some cortisol is beneficial for survival, some people overproduce cortisol Created 08/29/29
3/3/11 safely Take Medication While Breastfeeding|posted 03/03/11 if you take medication while breastfeeding, doing so safely is crucial for the health of your baby, as some can adversely affect the health of your baby and milk supply.
Reduce Unnecessary Antibiotic Use 12/4/24|Antibiotics  are medications that kill bacteria and they can be lifesaving for people who have serious bacterial infections; however, antibiotics have been irresponsibly and mistakenly prescribed for non-bacterial infections and other diseases for many decades, which has had serious repercussions released 12/04/24
Read a Doctor's Prescription on 12/4/24|When you get a new prescription from your doctor, you may not be able to decipher what is written on it. Many people blame this on the fact that physicians are notorious for poor handwriting Created 2024 July
2014 New Year's relieve Back Pain from Scoliosis|"posted 2014 new year's day scoliosis is a spinal affliction that causes the spine to curve sideways in a ""C"" or ""S"" form. While this can certainly cause pain, people with scoliosis often experience back pain because they strain their muscles to compensate for the lateral curve of their spine."
Rehab Your Knee After ACL Surgery 1/01/10|Anterior cruciate ligament (ACL) surgeries are done to repair your knees after a ligament injury or tear. However, the rehabilitation process following the surgery is as crucial as the surgery itself, as rehab restores the normal function and movement of your knee Posted 01/01/10
Reduce Physical Pain with Meditation 3/29/50|Meditation is an increasingly common technique used in pain management. Doctors often include meditation practices into pain management programs for patients who suffer from chronic pain Released 03/29/50
Reduce Arthritis Pain with Tart Cherry Juice 07/20/19|The tiny Michigan-grown, Montmorency tart cherry is an all natural way to stop arthritis pain naturally. It is packed-full of naturally occurring antioxidants to help reduce inflammation in the body and reduce joint pain naturally Released 07/20/19
01/01 reduce Physical Pain with Medication|Created 01/01 pain can be difficult to deal with. Whether it�s a headache, an injury, or chronic pain, most people use medication to treat it. Over-the-counter pain medication can be used without a doctor�s help, while prescription pain medication can be used safely under the care of your physician for more severe pain.
Reduce Chronic Pain on last year current date: 10/16/2002|These suggestions may reduce pain and improve the quality of your life. These are general, common-sense suggestions, not a substitute for professional medical care Published Winter '01
On Winter '21, relieve Ankle Pain|created 12/9/21 ankle pain is caused by many different conditions including sprains, arthritis, gout, or nerve damage.  [1]   The most common cause of ankle pain is a sprain.
On Winter '21, recover from a Vasectomy Reversal|created 12/9/21 a vasectomy reversal is a fairly common procedure which reconnects the severed vas deferens (sperm tubes inside of the scrotum) in order to restore male fertility.
05/13/34 recover From a Liver Transplant at Home|Published 05/13/34 a liver transplant is a medical procedure used to remove a diseased liver and replace it with a healthy donor organ. The procedure may be used to treat serious liver conditions such as cirrhosis or cancer.
Assess Level of Consciousness During First Aid 12/07/29|Assessing a person�s level of consciousness in an emergency situations can help responders and potentially save them precious minutes when treating a person when they arrive Created 12/07/29
Recover 13 years ago current date:06/20/09|Recovery means a lot of different things to different people. From feeling better after trauma to getting back on your feet after a hard workout, the human body is capable of a recovery on an incredible scale Created 47 years ago current date:09/29/43
On 2019 Summer, assemble an Emergency Roadside Kit for a Desert Climate|written 07/18/19 traveling through a desert climate can be grueling for driver and vehicle, but getting stuck in a desert climate in an emergency can be downright dangerous if you don't know how to protect yourself or have the essentials to keep yourself and your car safe.
02/04/04 recover After Carpal Tunnel Release Surgery|published 02/04/04 carpal tunnel release surgery is done as a last-resort treatment for carpal tunnel syndrome that has failed to improve via more conservative methods.
Recover From a Kidney Transplant at Home 5/4/22|A kidney transplant involves major surgery, and recovery will take time and effort. Each person's recovery is different, but both physical and emotional adjustments will occur during the first year after a kidney transplant Published 05/04/22
On last year current date: 4/1/2004, assist a Bleeding Victim in the Absence of EMS|Posted 04/22/03  These guidelines can be used by anyone who is not first-aid trained and as a review for first-aid trained lifeguards at a summer pool. 
On last year current date: 4/1/2004, apply Splints|Posted 04/22/03 a splint provides temporary immobilization to help reduce blood loss, pain, or discomfort in tendon or joint injuries, sprains, and broken bones. Splinting an injury can also help prevent further damage to the area until a more permanent method is used.
5/4/22 apply Cold Therapy|published dec of 2026 cold therapy is also known as cryotherapy, and it is a method used to reduce pain and swelling in injuries right after they occur. There are many forms of cold and ice that can be used on an injury site, making cold therapy a versatile solution to solving immediate pain needs.
05/1/35 help Students with Traumatic Brain Injuries|published 05/01/35 if a student has experienced a traumatic head injury, he or she will most likely have difficulties with learning and memory retention. However, there are ways that you can help the student to successfully continue his or her education: by helping him or her to relearn basic classroom skills, by developing a personalized learning system and by working collaboratively with others involved in the student�s life.
Ice an Injured Ankle 8/29/35|The most common parts of the body that is prone to sprain and injury are our knees and ankles. Injured ligaments swell rapidly and are usually very painful created 08/29/35
07/23/36 administer CPR and Rescue Breathing on an Adult|Published 07/23/36 the warm summer months bring popsicles, sunscreen, and, of course, lazy days spent at the pool. The sun beating down on a pool at full capacity is a day when lifeguards are alert and ready to act.
Identify and Treat Injuries From Stingrays and Sea Urchins 11/25/25|Stingrays and sea urchins are non-aggressive aquatic animals, but can inflict painful and potentially dangerous injuries when they are disturbed or harassed Published 11/25/25
Heal Venous Leg Ulcers on 11/25/25|A venous skin ulcer is a shallow wound that occurs when veins don�t return blood back to the heart the way they�re supposed to. These ulcers usually form on the sides of the lower leg, above the ankle, and below the calf Published Feb '10
Apply First Aid without Bandages on 11/25/25|Most injuries happen as a result of an accidental or unexpected event. Most of us are unprepared with first aid kits at the ready. This leaves us in the predicament of having to treat our wound or injury with whatever is available until we can get to either the drug store to purchase bandages and other supplies or to a hospital in the case of a more serious trauma Released Feb '10
6 months ago current date:03/10/21 heal Scratches|Posted 09/06/20 scratches can happen at any time. You can get them from fingernails, thorns, or by bumping against something sharp. Most are not deep and will heal on their own.
8/01/30 heal Scabs on Your Face|Created 08/01/30 you can have scabs on your face from acne, wounds, or cold sores. Although scabs are a sign of healing, they can make you feel uncomfortable or cause pain.
Heal Cuts Quickly (Using Easy, Natural Items) on 8/01/30|Our skin is our body's largest organ, and when it is cut, complex biochemical reactions go to work to heal it. Treating a cut using natural items like herbal antiseptics and salves can support the body's healing process, helping the skin heal quickly with minimal scarring Created 01/01/2027-01/31/2027
Heal a Sore Arm 05/1/01|Sore arms are common and are usually the result of exercise, sports or repetitive motion. Symptoms can include pain, swelling or cramps. Minor problems usually resolve on their own Written 05/01/01
05/1/01 heal a Split Lip|published 2043 jan whether you split your lip playing sports or due to dryness, it is important to treat the injured area carefully. To promote healing, start by stopping any bleeding and assessing the depth of the split.
Help a Victim of a Car Accident'33 New Years|Every year, anywhere from 20-50 million people across the globe are hurt, injured, or involved in car accidents.  [1]   Because accidents are so common, you may witness one and have to help any victims1/8/33
Get off Suboxone 6/8/14|Suboxone (buprenorphine and naloxone) is often used to help people suffering from addiction to opiates like heroin. It also used to treat pain. Suboxone has addictive properties itself and many people struggle to cease use of the drug after they no longer need it released 06/08/14
Heal a Skin Tear 04/2/17|Skin tears occur when your skin splits open, or begins to separate from itself, causing a minor but painful wound. Skin tears are among the most common forms of injury due to a wide variety of causes, and often occur in elderly people and newborns Created 04/02/17
Have Fun With a Broken Arm 07/15/05|So you're stuck with a cast on your arm for the next month or two and you�re already feeling trapped inside your home. Though it�s easy to get overrun with negative thoughts, the most important thing you can do is think positively Published 07/15/05
5/01/32 get off Fentanyl Patches|released 05/01/32 transdermal fentanyl patches such as Duragesic and Ionsys can create a powerful dependency. They may cause unpleasant side effects such as anxiety, confusion, dizziness, and stomach pain.
Get Medical Marijuana 9/27/39|Increasingly, medical marijuana programs are becoming more and more accepted in the United States. Available in almost half the country, state-issued ID cards are available for patients with qualifying conditions who negotiate the application process properly Published 09/27/39
9/27/39 fix the Tip of a Cane With Duct Tape|Created Oct '33 if you lost the tip of your cane, or got it that way, you want to have something on the tip of it to keep you from falling and hurting yourself. While it's far from glamorous, duct tape and a paper towel will help you out in a pinch.
Fill a Syringe 2/10/42|Medical professionals all over the world know how to fill a syringe, but the skill is increasingly becoming one that patients and their families need to know as well written 02/10/42
Endure an MRI Scan 2/10/42|For many, the thought of a magnetic resonance imaging (MRI) scan is an anxiety-inducing experience. Though it's a painless procedure, the design of the machine can be intimidating, particularly if you suffer from claustrophobia published 2021 april
Prevent Chigger Bites on 2/10/42|In the spring and summer, fields and dark, damp locations become infested with tiny red chigger larvae. In order to become adult mites, the chiggers must first feed on humans or animals created 04/01/2021-04/30/2021
Kill a Tick 01/27/02|Ticks are mostly dangerous because of the diseases they can carry. If a tick bites you, kill it in a way that doesn't destroy the body. This prevents splatter that can spread bacteria, and can help identify the disease if you get sick posted 01/27/02
Identify and Treat Recluse (Fiddleback) Spider Bites 01/27/02|In the United States, most spiders you come across are harmless, but the brown recluse spider is an exception. The brown recluse spider is aptly named because it behaves like a recluse Written March '36
Prevent Kitchen Burns on 01/27/02|Kitchen burns happen quickly and frighteningly easily. With a few safety precautions and preparation, you have a good chance of preventing most kitchen burns published march '36
Know if a Pet Bite Is Serious during April of 2039|Pets may bite when they are stressed, when they are left with unfamiliar people or in unfamiliar places, or when they are not being handled properly Posted April of 2039
April of 2039 make Natural Insect Repellent|Posted December 2043 insects can be a pest and even a danger to your health and life. In some parts of the world, insects carry diseases such as Rocky Mountain fever, Lyme disease and malaria.
6/15/23 kill Ticks Without Burning Them|released 06/15/23 burning a tick chars its body. If you need the tick for future identification and medical treatment of the host (you, your family member or friend) the tick was feasting on, then try one of these other tick killing options.
On 6/15/23, identify Fire Ant Stings|published 2012 july fire ants are highly aggressive ants that have a sting that burns badly. It is important to be able to identify the signs and symptoms of fire ant stings, because early identification can help you to treat it as best as possible and to seek medical attention when needed.
Quit Drinking Alcohol Using Anti Craving Medication 8/2/20|While there is no magic potion or special formula to help you manage your alcohol use, there are prescription medications that can help. In the United States alone, more than 18 million people have problems related to drinking alcohol, and about 88,000 people die each year from excessive alcohol consumption Posted 08/02/20
Prevent Benzodiazepine OverdoseChristmas 2001|Benzodiazepines are medications that are prescribed by a doctor for a wide range of issues, from anxiety to sedation. They can be helpful, but people who take these drugs can become dependent2001 December
1/21/21 prepare Oregano Leaves for Cough Medicine|Created 01/21/21 oregano is an herb that�s not only used in cooking. Oregano is used in natural medicine for many different ailments, from colds and coughs, to digestive issues, to aches and pains.
Organize Your Medications 12/02/46|If you take many different types of medication, this can cause stress and clutter. Keeping track of lots of medications can increase the risk of mistakes; it can be easy miss a dose or even overdose Written 12/02/46
Manage Sleeping Pill Side Effects on 12/02/46|Over-the-counter and prescription sleeping pills can cause side effects such as next day sleepiness, drowsiness, lack of focus, dizziness, poor-coordination, blurred vision, dry mouth, constipation and urinary retention, headaches, nausea, unusual dreams, depression, and impaired performance in skills such as driving Created 01/15/2050
Summer '43organize Migraine Medication|07/8/43if you are treating your migraines with preventive medication and/or with abortive (emergency) medication, organization is essential. Preventive medication must be taken regularly to be effective, and emergency medication must be readily available when needed so that it can be taken quickly.
Organize a Medicine Cabinet Using a Spice Rack 8/22/04|A spice rack can be used not only for organizing spices. �It can be very well used to organize a medicine cabinet especially if you take a lot of medications Released 08/22/04
8/22/04 prepare for a Massage|Created December '24 getting a massage is a relaxing and enriching experience. However, it's hard to know a lot of times what to do before and after your massage. Read on for some tips on how to only get the good side of this delightful appointment.
On last month current date: 11/2/2027, make Aspirin if You're Lost in the Woods|Created October of 2027 if you ever find yourself lost in the woods and in need of pain relief, then a willow tree, a fire, and some water may be the answer. Willow bark contains salicylic acid, which is the active ingredient in aspirin.
On last month current date: 11/2/2027, place Electrodes for a Tens Unit|"Created October of 2027 tENS stands for ""transcutaneous electrical nerve stimulation."" This is a pain management technique in which small electrodes are placed on the skin and used to administer low intensity, rapid electrical pulses."
Prevent Back Pain with Exercise 07/02/47|Most people experience back pain at one time or another. Recent studies have shown that exercising and stretching can help reduce back pain. By doing exercises specifically geared towards your back and core, you can strengthen those muscles, which helps alleviate pain Posted 07/02/47
Overcome Physical Pain With Your Mind 07/02/47|Chronic or severe pain can interfere with our ability to work, maintain relationships, and sleep properly. If pain medications and other treatments are unable to bring you full relief from migraines, rheumatoid arthritis, neuropathic pain, or another condition, consider trying mind-based techniques to reduce your pain Posted Mar '08
Measure Wound Granulation 07/02/47|Wound granulation tissue otherwise referred to as �fibroplasias� forms at the surface of a wound as the healing process takes place. Granulation may help guide healthcare professionals in monitoring and evaluating the progress of wound healing Posted April of 2030
Paint MDF in 2018 Nov|MDF is a popular building material made from wooden fibers that have been compressed and then sealed with wax and resin.  [1]   Because of this, MDF is strong and resilient, but it doesn�t absorb water well created 11/01/2018-11/30/2018
08/06/20 numb Skin|published 08/06/20 there are several reasons people may want to temporarily numb their skin. This includes reducing pain after an injury or preparing for an invasive procedure at the doctor�s office.
Winter '37 fit Crutches|written 2/04/38 leg injuries often result in patients being given crutches. If you've never used crutches, fitting them can seem counterintuitive. In order to give your injury the best chance to recover and increase your mobility, it's important to do it correctly.
Winter '37 stop Feeling Over the Hill|"written 2/04/38 this article is for those of you who might not feel comfortable with Twitter, or those goth styles, or who creak a little when you get out of bed. That is, for anyone who feels ""over the hill"", and sliding down the other side."
Handle a Fender Bender 08/06/20|Most car collisions are non-fatal, involving cosmetic or mechanical damage to one or many cars.  [1]   Although it�s easy to be frightened and flustered after an accident, remember that you are involved in a legal process published october '19
During the month of May of 2004, fall Without Hurting Yourself| Created 05/18/2004each year in the United States, falls account for nearly eight million emergency room visits.  [1]  . Of those, over 700,000 people are hospitalized due to fall-related injuries.
10/15/32 handle Yourself After a Motorcycle Accident|Posted 10/15/32 even the most careful motorcyclists sometimes become involved in accidents. These unfortunate incidents can be costly, frustrating, and lead to severe injury or disability.
1/01/13 diagnose an Unconscious Injured Person|Written 01/01/13 finding an unconscious person or witnessing a person's collapse can be frightening. There are many conditions that can cause unconsciousness. Although a true diagnosis can only come from a qualified medical professional, you can gather information and find clues that can help form a diagnosis.
Find Crutches 11/12/00|Crutches are a common piece of medical equipment, usually needed after sustaining injury or when recovering from surgery. They allow people to walk without putting weight on an injured leg or foot released 11/12/00
1/26/02 file a Personal Injury Lawsuit|written 01/26/02 if you are injured in an accident, you may be able to get compensation for your injuries and other losses you suffer if you can prove your accident was someone else's fault.
10/11/44 educate Others on the Importance of Injury Prevention|released 10/11/44 every year, nearly 1 million children die from injuries. Tens of millions more require hospital care for non-fatal injuries. Many are left with permanent disabilities or brain damage.
10/11/44 determine if a Finger Is Broken|Created Jun '33 fractured phalanges--or broken fingers--are one of the injuries most commonly seen by emergency room physicians. But before you head to the hospital, it may be a good idea to try to determine if your finger may indeed be broken.
Disinfect a WoundSummer '01|Having a wound is stressful enough without having to worry about infection. Regardless of how shallow or deep the wound is, disinfecting it properly will lower your risk of developing an infection07/28/01
Determine if a Sexual Enhancement Product Is Legitimate 9/09/31|There are hundreds, maybe thousands, of sexual-enhancement products available online and in stores. Most of them target men and make wild claims to improve sexual stamina, erection quality, and even penile length created 09/09/31
Design a PCB for Medical Applications 3/31/18|Printed Circuit Boards (PCB) used in medical devices and applications are meant to provide aspects of quality, reliability, and repeatability. They also need to comply with the ISO 13485 standard, which elaborates on how the PCB needs to meet requirements of strength, durability, and traceability, apart from the previously mentioned aspects created 03/31/18
Determine the Side Effects of an MMR Vaccination 11/06/12|The MMR vaccination is an immunization that many children receive at one year of age and protects against measles, mumps, and rubella. However, the vaccination can cause a number of side-effects that can have mild to rarely severe implications for your health released 11/06/12
In the month of 2034 February deal with Itchy Skin when on Dialysis| Created 02/01/2034-02/28/2034some people who are undergoing hemodialysis or peritoneal dialysis will develop itchy skin, or uremic pruritus. If you are one of these people, there are several ways that you can relieve your sensitive and itchy skin.
Decide to Use a Tourniquet (Home Remedy) on Jul 15|There may be a life and death situation during which you encounter someone who is bleeding excessively. In these situations, you may need to make a tourniquet for a limb released 07/15
Decarboxylate Cannabis on Jul 15|If you going to cook with cannabis, you will need to decarboxylate it to activate the THC and achieve the desired result. Decarboxylation is essentially a process of heating the cannabis to the point that the naturally occurring THCA is converted into THC Released Feb 2050
Deal With a Back Brace 06/1/39|Whether you need it on a temporary or long-term basis, wearing a back brace is not always enjoyable. Your doctor may prescribe a back brace after spinal injury or surgery to help with the healing process and to control pain from movement, or you may wear a brace to prevent the progression of scoliosis Created 06/01/39
09/03/30 compare Hearing Aid Prices|Created 09/03/30 with all the different models of hearing aids on the market, picking the right one at the right price can be difficult. Hearing aids can also be an expensive investment, especially if you require two hearing aids, one for each ear.
09/03/30 identify Bed Bug Bites|created 2006 jun many people are familiar with the popular refrain, �good night, sleep tight, don�t let the bed bugs bite,� but not many can identify bed bug bites. In fact, the bites are impossible to diagnose without determining if you actually have bed bugs.
12/23/03 identify a Spider Bite|published 12/23/03 there are thousands of spider species in the U.S., but the vast majority of them have fangs that are either too short or too fragile to penetrate human skin.
On 12/23/03, compare Hearing Aids|published october '21 when you start to have  trouble hearing  the things that people say to you, it may be time to consider a hearing aid. These small electronic devices help to amplify sounds so that you can continue to communicate and thrive in the world around you.
On 12/23/03, heal Mosquito Bites|Released October '21 mosquito bites itch because you have a slight allergic reaction to the saliva the mosquito injected into your body before she bit you. The female mosquito's main source of food is the blood of her victims; therefore, most mosquitoes feed off of several different donors throughout the day.
Correctly Use a CAT Tourniquet on 12/23/03|Combat Application Tourniquets (CATs) are typically used in a combat environment by soldiers to control severe bleeding. The tourniquet is made of a self-adhering band with a windlass strap, a rod and a clip written august of 2025
Heal Mouth Burns 3/9/12|Mouth burns can come from very hot foods, very cold frozen foods, and chemical from things like cinnamon chewing gum. Most mouth burns don�t end up needing medical care and heal in a few days � these are first-degree burns created 03/09/12
11/8/25 heal a Scab|Created 11/08/25 scabs form naturally over cuts, scrapes, and wounds. They help to protect the wound so blood and fluid do not flow out. They also keep bacteria, germs, and dirt out of the wound.
Get Rid of Razor Burn Fast 03/24/09|Razor burn is a painful problem that can occur after shaving. The irritation, itchiness, and inflammation can last up to a week. However, there are ways of accelerating the recovery process published 03/24/09
end of last year current date: 4/22/2023 get Rid of Bug Bites|Published 09/30/22 all types of bugs bite � mosquitoes, black flies, horse flies, fleas, mites, chiggers, bedbugs, ticks, etc. � and not a single one of them is any fun.
Get Rid of a Mosquito Bite 08/12/12|If you enjoy outdoor activities in the summertime, and you live in a hot, muggy environment, then you are almost bound to get bitten by pesky mosquitoes Published 08/12/12
Make a Liquid Suspension with Ground Pills 05/13/46|For those who can't swallow pills, some medications can be turned into a liquid suspension. This can make it much easier to swallow the medication and get the relief or treatment you need Released 05/13/46
Get Rid of a Stingray's Sting on 05/13/46|Stingrays are flat-bodied fish with long tails that contain serrated spines. Their sharp spines can cause serious cuts and puncture wounds, and they also release a poisonous venom written apr '29
Get Bug Bites to Stop Itching on 05/13/46|Bug bites are really aggravating. Depending on what bit you, the bite might be red, swollen, itchy, or sting. You might realize you were bitten at the moment when it happened, or you might not discover the bite until hours later posted 04/01/2029-04/30/2029
9/18/42 make Marijuana Cookies|posted 09/18/42 marijuana cookies are a great THC delivery alternative for people who do not wish to smoke marijuana. Consuming marijuana cookies can also produce a more intense, longer-lasting high than smoking it.
Identify Pillsend of last year current date: 4/1/2003|If you take several different medications, it can be very difficult to keep track of which pill is which. You might also occasionally find a stray pill around the houseNew Years 2003
07/6/38 identify Oral Steroid Pills|"written 07/06/38 ""Steroid"" is the name given to a chemical compound with a specific structure. In everyday speech, the term steroid is applied to several medications that share this structure; however, these medications have very different uses."
Learn About the Inhibitory Pharmacoligcal Drugs of the Central Nervous System in Humans last month current date: 3/22/2005|This article is an overview about the function of anti-anxiety drugs and about the function of drugs that are used to treat panic attacks and similar stressful events written 2/12/05
On 07/6/38, handle Prozac Withdrawal|created 2004 november prozac helps many people deal with depression and anxiety, but it can also cause a lot of side effects. If you want to stop taking Prozac because of the side effects, or for any other reason, it's important to be aware of the withdrawal symptoms you may experience in the first few weeks.
07/6/38 get Prescribed Xanax|Created 2004 November you may have heard Xanax is a good drug to use for anxiety and other disorders. That much is true. However, most doctors will not readily hand out prescriptions for this drug because it does come with some problems.
On 2032 Winter, grow Medical Marijuana|Posted Winter 2032 more and more countries are allowing the use and cultivation of marijuana for medicinal purposes. If you have a prescription for medical marijuana but cannot find a source, or if you simply want to save money, you may want to grow your own.
08/06/04 get an Adderall Prescription|Written 08/06/04 adderall is a prescription medication that is used to treat ADHD (attention deficit hyperactivity disorder) in children and adults. The drug is a central nervous system stimulant that is believed to improve attentiveness, organization, and performance in people who have chronic trouble staying focused.
Get off Paxil 06/17/31|Paxil is a prescription medication that is commonly prescribed by health care providers to treat the symptoms of depression, panic disorders, obsessive-compulsive disorder, or post-traumatic stress disorder released 06/17/31
On 06/17/31, get Kids to Take Medicine|Created 2003 Feb if you make medicine seem normal, most kids will resist much less. Once they've got the idea it's scary, though, it's hard to change their minds. Fortunately, there are plenty of tricks in the parenting book.
Get Juvenile Diabetics to Take MedicationSpring '05|Children with diabetes have to take insulin daily in order to remain healthy and will most likely have to do so for the rest of their lives. Unfortunately, insulin cannot be taken as a pill � it has to be injectedapr 2005
Find Safe Antianxiety Medication While Pregnant 02/24/24|Although many medications are contraindicated during pregnancy because of potential effects on the developing baby, there are some options for treating anxiety safely during pregnancy Published 02/24/24
02/21/44 gain Weight While on ADHD Medication|Written 02/21/44 though there is no known cure for attention deficit hyperactivity disorder (ADHD), a combination of ADHD medication and therapy is the best way to treat this disorder.
06/5/31 live With Fibromyalgia or Other Chronic Pain|published 06/05/31 pain. You are rarely or never without it. Sometimes it seems as though it takes on a personality that overwhelms your own. With it comes depression and fatigue.
Increase Your Pain Tolerance in 2001 May|Pain tolerance is your body and mind�s ability to tolerate pain. Some people can tolerate high amounts of pain while others cannot. Whether you suffer from chronic pain or are physically training, you can raise your pain tolerance through relaxation strategies like breathing exercises and meditation, by increasing your exercise and getting enough sleep, and by changing your perception of pain Posted 05/01/2001-05/31/2001
9/14/38 ignore Pain and Feelings|Released 09/14/38 there are times when emotions must be pushed aside in order to get through a difficult situation. No one will forget the Olympic games when a gymnast chose to perform after she sprained her ankle as a way to support her team.
2/24/22 undergo Testosterone Therapy|released 02/24/22 if you are noticing signs and symptoms of low testosterone, and have your diagnosis confirmed via blood tests, you may be eligible for testosterone replacement therapy.
Improve Your Memory After a Stroke on end of 2035|Strokes can lead to impaired cognitive function. Though many of these side effects of a stroke will improve in the first few months after the stroke, your memory may not be as good as it was before Created Oct 2035
06/28/23 improve Body Image when You Have Chronic Pain|Released 06/28/23 living with chronic pain can present a number of challenges, one of which may include a changed or diminished perception of your body. Pain may make you feel like your flaws are more visible, especially those in areas directly impacted by your condition.
Help Someone Recover From a Liver Transplant 07/13/01|During the first weeks and months after a liver transplant, a patient needs monitoring to ensure the long-term success of the liver transplant. Hospitals will usually discharge patients within 1 to 2 weeks after surgery, but it may be months before they can completely resume normal activity Written 07/13/01
On 07/13/01, heal Mouth Inflammation|published mar of 2000 there are many different causes of inflamed tissue in the mouth, which range from injuries to cold sores to gingivitis. However, there are ways to heal the inflammation caused by mouth ulcers and other conditions.
07/13/01 handle Excruciating Pain|released mar of 2000 handling severe pain can be distressing and difficult. Sometimes pain can happen suddenly and unexpectedly, and sometimes the pain comes from an existing condition or illness.
Treat Sudden Cardiac Arrest 04/7/26|Sudden cardiac arrest is the leading cause of death among adults over the age of 40 in the United States and other countries. About as many people die each year from SCA as die from Alzheimer's disease, assault with firearms, breast cancer, cervical cancer, colorectal cancer, diabetes, HIV, house fires, motor vehicle accidents, prostate cancer and suicides combined Published 04/07/26
Heal Nerve Pain 04/7/26|Nerve pain, or  neuropathy,  can happen due to a number of different medical conditions. You may suffer from chronic nerve pain because of diabetes or problems with your spine, or you may simply have a pinched or irritated nerve from overuse or a recent injury Published Sep '04
Treat Shock 6/27/21|Shock is a life-threatening medical emergency caused by interruption of the normal blood flow, which cuts off the supply of oxygen and nutrients to cells and organs released 06/27/21
26 years ago current date:05/31/00treat Road Rash|26 years ago current date:05/31/00have you fallen while motorcycling, biking, skateboarding, or skating and scraped a patch of skin? If so, you are suffering from a type of friction burn known as road rash.
Treat Poisoning 26 years ago current date:05/31/00|Poisoning by way of household substances, toxic berries, dangerous fumes, and other sources leads to thousands of hospitalizations every year. Knowing how to handle the situation quickly and effectively can mean the difference between survival or death released april '49
07/3/18 treat an Avalanche Victim|Created 07/03/18 mountain climbing, hiking, and winter sports in mountainous regions can be beautiful and exhilarating. In the event of an emergency, however, you should know how to care for someone caught in an avalanche.
Handle Pediatric Hip Pain 4/03/34|Pediatric hip pain can be caused by infection, a physical problem with the hip joint, inflammation, and some medical disorders.  [1]   Hip pain in a child is always potentially serious and needs urgent assessment by a medical professional to distinguish a mildly concerning condition from a life-threatening one Posted 04/03/34
Treat a Wound on 2026 Christmas|Most small wounds, such as cuts and scrapes, can be easily treated at home. However, if you have a more serious wound or an infection, you may need medical attention to make sure it heals properly created 12/23/26
On 4/03/34, treat a Puncture Wound|created may 2011 did you know that puncture wounds account for five percent of the admission reasons for children going to emergency centers?  [1]   Puncture wounds occur when a narrow, pointed object such as a nail, tack, sliver or other similar sharp object pierces the skin.
04/19/39 treat a Concussion|Created 04/19/39 when a blow to the head shakes the brain within the space between the brain and the skull, the resulting shaking is known as concussion.  [1]   A concussion is the most common type of head injury.
Treat a Bullet Wound 11/15/04|Gunshot wounds are one of the most traumatic injuries you can suffer. It's difficult to assess the extent of damage done by a gunshot wound, and it typically far exceeds what you can reasonably treat with first aid Released 11/15/04
05/8/27 survive a Heart Attack|published 05/08/27 each year over 700,000 people suffer heart attacks in the United States; of these people, around 120,000 die. Heart attacks and other forms of heart disease are the leading cause of death among Americans and, indeed, the number one killer around the world.
06/02/06 stop Bleeding|released 06/02/06 bleeding refers to the loss of blood from blood vessels anywhere in the body. If someone has been wounded and is bleeding, it is important to work quickly to control blood loss.
06/02/06 stay Upbeat As You Age|Published February of 2031 there�s no need to feel discouraged or down about aging. There are many ways to stay upbeat as you age, from exercising to laughing to participating in fun activities.
11/03/30 stay Young at Heart|released 11/03/30 gray hair does not mean fading away. Older people can be young at heart despite the ravaged body. Young people need to understand that we still see the world through young eyes - it is the bones and sinew that doesn't come to the party.
Practice the Five Principles of Health 03/18/21|Being ill is not nice. Being healthy is better. The main principles of health are healthy diet, no drugs (alcohol, smoking, drugs, eating too much), regular exercise, adequate rest and positive thinking released 03/18/21
Look Younger and Feel Better 03/18/21|If you want to look and feel younger, you're certainly not alone. You can take some simple steps to look younger. However, the best antidote for age is to maintain a healthy lifestyle, eat right, and keep your brain active Written Mar of 2042
On 03/18/21, stay Fit After |published feb 2013 turning 50 is a huge milestone. For many people, this signifies a new chapter in their life. Maybe your child is now grown and out of the house. Perhaps you're noticing some new physical changes to your body.
On 03/18/21, prevent Parkinson's Disease|Posted Feb 2013 parkinson's disease is a progressive neurological disorder that affects the way a person moves. Parkinson�s develops gradually and may start with a barely noticeable tremor in one of your hands.
